Entity,Code,Date,Confirmed COVID-19 deaths per million people (deaths per million),Year,Population density (people per sq. km of land area) (Rate)
Isle of Man,IMN,30-Jan-20,,2017,147.8719298
Isle of Man,IMN,31-Jan-20,,2017,147.8719298
Isle of Man,IMN,01-Feb-20,,2017,147.8719298
Isle of Man,IMN,02-Feb-20,,2017,147.8719298
Isle of Man,IMN,03-Feb-20,,2017,147.8719298
Isle of Man,IMN,04-Feb-20,,2017,147.8719298
Isle of Man,IMN,05-Feb-20,,2017,147.8719298
Isle of Man,IMN,06-Feb-20,,2017,147.8719298
Isle of Man,IMN,07-Feb-20,,2017,147.8719298
Isle of Man,IMN,08-Feb-20,,2017,147.8719298
Isle of Man,IMN,09-Feb-20,,2017,147.8719298
Isle of Man,IMN,10-Feb-20,,2017,147.8719298
Isle of Man,IMN,11-Feb-20,,2017,147.8719298
Isle of Man,IMN,12-Feb-20,,2017,147.8719298
Isle of Man,IMN,13-Feb-20,,2017,147.8719298
Isle of Man,IMN,14-Feb-20,,2017,147.8719298
Isle of Man,IMN,15-Feb-20,,2017,147.8719298
Isle of Man,IMN,16-Feb-20,,2017,147.8719298
Isle of Man,IMN,17-Feb-20,,2017,147.8719298
Isle of Man,IMN,18-Feb-20,,2017,147.8719298
Isle of Man,IMN,19-Feb-20,,2017,147.8719298
Isle of Man,IMN,20-Feb-20,,2017,147.8719298
Isle of Man,IMN,21-Feb-20,,2017,147.8719298
Isle of Man,IMN,22-Feb-20,,2017,147.8719298
Isle of Man,IMN,23-Feb-20,,2017,147.8719298
Isle of Man,IMN,24-Feb-20,,2017,147.8719298
Isle of Man,IMN,25-Feb-20,,2017,147.8719298
Isle of Man,IMN,26-Feb-20,,2017,147.8719298
Isle of Man,IMN,27-Feb-20,,2017,147.8719298
Isle of Man,IMN,28-Feb-20,,2017,147.8719298
Isle of Man,IMN,29-Feb-20,,2017,147.8719298
Isle of Man,IMN,01-Mar-20,,2017,147.8719298
Isle of Man,IMN,02-Mar-20,,2017,147.8719298
Isle of Man,IMN,03-Mar-20,,2017,147.8719298
Isle of Man,IMN,04-Mar-20,,2017,147.8719298
Isle of Man,IMN,05-Mar-20,,2017,147.8719298
Isle of Man,IMN,06-Mar-20,,2017,147.8719298
Isle of Man,IMN,07-Mar-20,,2017,147.8719298
Isle of Man,IMN,08-Mar-20,,2017,147.8719298
Isle of Man,IMN,09-Mar-20,,2017,147.8719298
Isle of Man,IMN,10-Mar-20,,2017,147.8719298
Isle of Man,IMN,11-Mar-20,,2017,147.8719298
Isle of Man,IMN,12-Mar-20,,2017,147.8719298
Isle of Man,IMN,13-Mar-20,,2017,147.8719298
Isle of Man,IMN,14-Mar-20,,2017,147.8719298
Isle of Man,IMN,15-Mar-20,,2017,147.8719298
Isle of Man,IMN,16-Mar-20,,2017,147.8719298
Isle of Man,IMN,17-Mar-20,,2017,147.8719298
Isle of Man,IMN,18-Mar-20,,2017,147.8719298
Isle of Man,IMN,19-Mar-20,,2017,147.8719298
Isle of Man,IMN,20-Mar-20,,2017,147.8719298
Isle of Man,IMN,21-Mar-20,0,2017,147.8719298
Isle of Man,IMN,22-Mar-20,0,2017,147.8719298
Isle of Man,IMN,23-Mar-20,0,2017,147.8719298
Isle of Man,IMN,24-Mar-20,0,2017,147.8719298
Isle of Man,IMN,25-Mar-20,0,2017,147.8719298
Isle of Man,IMN,26-Mar-20,0,2017,147.8719298
Isle of Man,IMN,27-Mar-20,0,2017,147.8719298
Isle of Man,IMN,28-Mar-20,0,2017,147.8719298
Isle of Man,IMN,29-Mar-20,0,2017,147.8719298
Isle of Man,IMN,30-Mar-20,0,2017,147.8719298
Isle of Man,IMN,31-Mar-20,0,2017,147.8719298
Isle of Man,IMN,01-Apr-20,0,2017,147.8719298
Isle of Man,IMN,02-Apr-20,0,2017,147.8719298
Isle of Man,IMN,03-Apr-20,11.76,2017,147.8719298
Isle of Man,IMN,04-Apr-20,11.76,2017,147.8719298
Isle of Man,IMN,05-Apr-20,11.76,2017,147.8719298
Isle of Man,IMN,06-Apr-20,11.76,2017,147.8719298
Isle of Man,IMN,07-Apr-20,11.76,2017,147.8719298
Isle of Man,IMN,08-Apr-20,11.76,2017,147.8719298
Isle of Man,IMN,09-Apr-20,11.76,2017,147.8719298
Isle of Man,IMN,10-Apr-20,11.76,2017,147.8719298
Isle of Man,IMN,11-Apr-20,11.76,2017,147.8719298
Isle of Man,IMN,12-Apr-20,11.76,2017,147.8719298
Isle of Man,IMN,13-Apr-20,23.521,2017,147.8719298
Isle of Man,IMN,14-Apr-20,23.521,2017,147.8719298
Isle of Man,IMN,15-Apr-20,23.521,2017,147.8719298
Isle of Man,IMN,16-Apr-20,23.521,2017,147.8719298
Isle of Man,IMN,17-Apr-20,47.041,2017,147.8719298
Isle of Man,IMN,18-Apr-20,47.041,2017,147.8719298
Isle of Man,IMN,19-Apr-20,70.562,2017,147.8719298
Isle of Man,IMN,20-Apr-20,70.562,2017,147.8719298
Isle of Man,IMN,21-Apr-20,105.843,2017,147.8719298
Isle of Man,IMN,22-Apr-20,117.603,2017,147.8719298
Isle of Man,IMN,23-Apr-20,176.404,2017,147.8719298
Isle of Man,IMN,24-Apr-20,188.164,2017,147.8719298
Isle of Man,IMN,25-Apr-20,211.685,2017,147.8719298
Isle of Man,IMN,26-Apr-20,211.685,2017,147.8719298
Isle of Man,IMN,27-Apr-20,211.685,2017,147.8719298
Isle of Man,IMN,28-Apr-20,211.685,2017,147.8719298
Isle of Man,IMN,29-Apr-20,246.966,2017,147.8719298
Isle of Man,IMN,30-Apr-20,246.966,2017,147.8719298
Isle of Man,IMN,01-May-20,246.966,2017,147.8719298
Isle of Man,IMN,02-May-20,258.726,2017,147.8719298
Isle of Man,IMN,03-May-20,258.726,2017,147.8719298
Isle of Man,IMN,04-May-20,258.726,2017,147.8719298
Isle of Man,IMN,05-May-20,270.486,2017,147.8719298
Isle of Man,IMN,06-May-20,270.486,2017,147.8719298
Isle of Man,IMN,07-May-20,270.486,2017,147.8719298
Isle of Man,IMN,08-May-20,270.486,2017,147.8719298
Isle of Man,IMN,09-May-20,270.486,2017,147.8719298
Isle of Man,IMN,10-May-20,270.486,2017,147.8719298
Isle of Man,IMN,11-May-20,270.486,2017,147.8719298
Isle of Man,IMN,12-May-20,270.486,2017,147.8719298
Isle of Man,IMN,13-May-20,270.486,2017,147.8719298
Isle of Man,IMN,14-May-20,270.486,2017,147.8719298
Isle of Man,IMN,15-May-20,270.486,2017,147.8719298
Isle of Man,IMN,16-May-20,282.247,2017,147.8719298
Isle of Man,IMN,17-May-20,282.247,2017,147.8719298
Isle of Man,IMN,18-May-20,282.247,2017,147.8719298
Isle of Man,IMN,19-May-20,282.247,2017,147.8719298
Isle of Man,IMN,20-May-20,282.247,2017,147.8719298
Isle of Man,IMN,21-May-20,282.247,2017,147.8719298
Isle of Man,IMN,22-May-20,282.247,2017,147.8719298
Isle of Man,IMN,23-May-20,282.247,2017,147.8719298
Isle of Man,IMN,24-May-20,282.247,2017,147.8719298
Isle of Man,IMN,25-May-20,282.247,2017,147.8719298
Isle of Man,IMN,26-May-20,282.247,2017,147.8719298
Isle of Man,IMN,27-May-20,282.247,2017,147.8719298
Isle of Man,IMN,28-May-20,282.247,2017,147.8719298
Isle of Man,IMN,29-May-20,282.247,2017,147.8719298
Isle of Man,IMN,30-May-20,282.247,2017,147.8719298
Israel,ISR,31-Dec-19,0,2017,402.6062847
Israel,ISR,01-Jan-20,0,2017,402.6062847
Israel,ISR,02-Jan-20,0,2017,402.6062847
Israel,ISR,03-Jan-20,0,2017,402.6062847
Israel,ISR,04-Jan-20,0,2017,402.6062847
Israel,ISR,05-Jan-20,0,2017,402.6062847
Israel,ISR,06-Jan-20,0,2017,402.6062847
Israel,ISR,07-Jan-20,0,2017,402.6062847
Israel,ISR,08-Jan-20,0,2017,402.6062847
Israel,ISR,09-Jan-20,0,2017,402.6062847
Israel,ISR,10-Jan-20,0,2017,402.6062847
Israel,ISR,11-Jan-20,0,2017,402.6062847
Israel,ISR,12-Jan-20,0,2017,402.6062847
Israel,ISR,13-Jan-20,0,2017,402.6062847
Israel,ISR,14-Jan-20,0,2017,402.6062847
Israel,ISR,15-Jan-20,0,2017,402.6062847
Israel,ISR,16-Jan-20,0,2017,402.6062847
Israel,ISR,17-Jan-20,0,2017,402.6062847
Israel,ISR,18-Jan-20,0,2017,402.6062847
Israel,ISR,19-Jan-20,0,2017,402.6062847
Israel,ISR,20-Jan-20,0,2017,402.6062847
Israel,ISR,21-Jan-20,0,2017,402.6062847
Israel,ISR,22-Jan-20,0,2017,402.6062847
Israel,ISR,23-Jan-20,0,2017,402.6062847
Israel,ISR,24-Jan-20,0,2017,402.6062847
Israel,ISR,25-Jan-20,0,2017,402.6062847
Israel,ISR,26-Jan-20,0,2017,402.6062847
Israel,ISR,27-Jan-20,0,2017,402.6062847
Israel,ISR,28-Jan-20,0,2017,402.6062847
Israel,ISR,29-Jan-20,0,2017,402.6062847
Israel,ISR,30-Jan-20,0,2017,402.6062847
Israel,ISR,31-Jan-20,0,2017,402.6062847
Israel,ISR,01-Feb-20,0,2017,402.6062847
Israel,ISR,02-Feb-20,0,2017,402.6062847
Israel,ISR,03-Feb-20,0,2017,402.6062847
Israel,ISR,04-Feb-20,0,2017,402.6062847
Israel,ISR,05-Feb-20,0,2017,402.6062847
Israel,ISR,06-Feb-20,0,2017,402.6062847
Israel,ISR,07-Feb-20,0,2017,402.6062847
Israel,ISR,08-Feb-20,0,2017,402.6062847
Israel,ISR,09-Feb-20,0,2017,402.6062847
Israel,ISR,10-Feb-20,0,2017,402.6062847
Israel,ISR,11-Feb-20,0,2017,402.6062847
Israel,ISR,12-Feb-20,0,2017,402.6062847
Israel,ISR,13-Feb-20,0,2017,402.6062847
Israel,ISR,14-Feb-20,0,2017,402.6062847
Israel,ISR,15-Feb-20,0,2017,402.6062847
Israel,ISR,16-Feb-20,0,2017,402.6062847
Israel,ISR,17-Feb-20,0,2017,402.6062847
Israel,ISR,18-Feb-20,0,2017,402.6062847
Israel,ISR,19-Feb-20,0,2017,402.6062847
Israel,ISR,20-Feb-20,0,2017,402.6062847
Israel,ISR,21-Feb-20,0,2017,402.6062847
Israel,ISR,22-Feb-20,0,2017,402.6062847
Israel,ISR,23-Feb-20,0,2017,402.6062847
Israel,ISR,24-Feb-20,0,2017,402.6062847
Israel,ISR,25-Feb-20,0,2017,402.6062847
Israel,ISR,26-Feb-20,0,2017,402.6062847
Israel,ISR,27-Feb-20,0,2017,402.6062847
Israel,ISR,28-Feb-20,0,2017,402.6062847
Israel,ISR,29-Feb-20,0,2017,402.6062847
Israel,ISR,01-Mar-20,0,2017,402.6062847
Israel,ISR,02-Mar-20,0,2017,402.6062847
Israel,ISR,03-Mar-20,,2017,402.6062847
Israel,ISR,04-Mar-20,,2017,402.6062847
Israel,ISR,05-Mar-20,0,2017,402.6062847
Israel,ISR,06-Mar-20,0,2017,402.6062847
Israel,ISR,07-Mar-20,0,2017,402.6062847
Israel,ISR,08-Mar-20,0,2017,402.6062847
Israel,ISR,09-Mar-20,0,2017,402.6062847
Israel,ISR,10-Mar-20,,2017,402.6062847
Israel,ISR,11-Mar-20,0,2017,402.6062847
Israel,ISR,12-Mar-20,0,2017,402.6062847
Israel,ISR,13-Mar-20,0,2017,402.6062847
Israel,ISR,14-Mar-20,0,2017,402.6062847
Israel,ISR,15-Mar-20,0,2017,402.6062847
Israel,ISR,16-Mar-20,0,2017,402.6062847
Israel,ISR,17-Mar-20,0,2017,402.6062847
Israel,ISR,18-Mar-20,0,2017,402.6062847
Israel,ISR,19-Mar-20,0,2017,402.6062847
Israel,ISR,20-Mar-20,0,2017,402.6062847
Israel,ISR,21-Mar-20,0.116,2017,402.6062847
Israel,ISR,22-Mar-20,0.116,2017,402.6062847
Israel,ISR,23-Mar-20,0.116,2017,402.6062847
Israel,ISR,24-Mar-20,0.116,2017,402.6062847
Israel,ISR,25-Mar-20,0.347,2017,402.6062847
Israel,ISR,26-Mar-20,0.578,2017,402.6062847
Israel,ISR,27-Mar-20,0.924,2017,402.6062847
Israel,ISR,28-Mar-20,1.155,2017,402.6062847
Israel,ISR,29-Mar-20,1.386,2017,402.6062847
Israel,ISR,30-Mar-20,1.733,2017,402.6062847
Israel,ISR,31-Mar-20,1.964,2017,402.6062847
Israel,ISR,01-Apr-20,2.311,2017,402.6062847
Israel,ISR,02-Apr-20,2.426,2017,402.6062847
Israel,ISR,03-Apr-20,3.928,2017,402.6062847
Israel,ISR,04-Apr-20,4.506,2017,402.6062847
Israel,ISR,05-Apr-20,5.315,2017,402.6062847
Israel,ISR,06-Apr-20,5.661,2017,402.6062847
Israel,ISR,07-Apr-20,6.585,2017,402.6062847
Israel,ISR,08-Apr-20,7.51,2017,402.6062847
Israel,ISR,09-Apr-20,8.203,2017,402.6062847
Israel,ISR,10-Apr-20,9.936,2017,402.6062847
Israel,ISR,11-Apr-20,10.976,2017,402.6062847
Israel,ISR,12-Apr-20,11.669,2017,402.6062847
Israel,ISR,13-Apr-20,11.9,2017,402.6062847
Israel,ISR,14-Apr-20,13.402,2017,402.6062847
Israel,ISR,15-Apr-20,14.211,2017,402.6062847
Israel,ISR,16-Apr-20,15.019,2017,402.6062847
Israel,ISR,17-Apr-20,16.406,2017,402.6062847
Israel,ISR,18-Apr-20,17.445,2017,402.6062847
Israel,ISR,19-Apr-20,18.947,2017,402.6062847
Israel,ISR,20-Apr-20,19.872,2017,402.6062847
Israel,ISR,21-Apr-20,20.449,2017,402.6062847
Israel,ISR,22-Apr-20,21.258,2017,402.6062847
Israel,ISR,23-Apr-20,22.067,2017,402.6062847
Israel,ISR,24-Apr-20,22.298,2017,402.6062847
Israel,ISR,25-Apr-20,22.413,2017,402.6062847
Israel,ISR,26-Apr-20,22.991,2017,402.6062847
Israel,ISR,27-Apr-20,22.991,2017,402.6062847
Israel,ISR,28-Apr-20,23.338,2017,402.6062847
Israel,ISR,29-Apr-20,24.031,2017,402.6062847
Israel,ISR,30-Apr-20,24.84,2017,402.6062847
Israel,ISR,01-May-20,25.648,2017,402.6062847
Israel,ISR,02-May-20,25.995,2017,402.6062847
Israel,ISR,03-May-20,26.457,2017,402.6062847
Israel,ISR,04-May-20,26.804,2017,402.6062847
Israel,ISR,05-May-20,27.15,2017,402.6062847
Israel,ISR,06-May-20,27.497,2017,402.6062847
Israel,ISR,07-May-20,27.612,2017,402.6062847
Israel,ISR,08-May-20,27.728,2017,402.6062847
Israel,ISR,09-May-20,28.306,2017,402.6062847
Israel,ISR,10-May-20,28.537,2017,402.6062847
Israel,ISR,11-May-20,29.114,2017,402.6062847
Israel,ISR,12-May-20,29.807,2017,402.6062847
Israel,ISR,13-May-20,30.039,2017,402.6062847
Israel,ISR,14-May-20,30.501,2017,402.6062847
Israel,ISR,15-May-20,30.616,2017,402.6062847
Israel,ISR,16-May-20,30.732,2017,402.6062847
Israel,ISR,17-May-20,30.963,2017,402.6062847
Israel,ISR,18-May-20,31.425,2017,402.6062847
Israel,ISR,19-May-20,31.425,2017,402.6062847
Israel,ISR,20-May-20,32.003,2017,402.6062847
Israel,ISR,21-May-20,32.234,2017,402.6062847
Israel,ISR,22-May-20,32.234,2017,402.6062847
Israel,ISR,23-May-20,32.234,2017,402.6062847
Israel,ISR,24-May-20,32.234,2017,402.6062847
Israel,ISR,25-May-20,32.349,2017,402.6062847
Israel,ISR,26-May-20,32.465,2017,402.6062847
Israel,ISR,27-May-20,32.465,2017,402.6062847
Israel,ISR,28-May-20,32.465,2017,402.6062847
Israel,ISR,29-May-20,32.811,2017,402.6062847
Israel,ISR,30-May-20,32.811,2017,402.6062847
Italy,ITA,31-Dec-19,0,2017,205.8591691
Italy,ITA,01-Jan-20,0,2017,205.8591691
Italy,ITA,02-Jan-20,0,2017,205.8591691
Italy,ITA,03-Jan-20,0,2017,205.8591691
Italy,ITA,04-Jan-20,0,2017,205.8591691
Italy,ITA,05-Jan-20,0,2017,205.8591691
Italy,ITA,06-Jan-20,0,2017,205.8591691
Italy,ITA,07-Jan-20,0,2017,205.8591691
Italy,ITA,08-Jan-20,0,2017,205.8591691
Italy,ITA,09-Jan-20,0,2017,205.8591691
Italy,ITA,10-Jan-20,0,2017,205.8591691
Italy,ITA,11-Jan-20,0,2017,205.8591691
Italy,ITA,12-Jan-20,0,2017,205.8591691
Italy,ITA,13-Jan-20,0,2017,205.8591691
Italy,ITA,14-Jan-20,0,2017,205.8591691
Italy,ITA,15-Jan-20,0,2017,205.8591691
Italy,ITA,16-Jan-20,0,2017,205.8591691
Italy,ITA,17-Jan-20,0,2017,205.8591691
Italy,ITA,18-Jan-20,0,2017,205.8591691
Italy,ITA,19-Jan-20,0,2017,205.8591691
Italy,ITA,20-Jan-20,0,2017,205.8591691
Italy,ITA,21-Jan-20,0,2017,205.8591691
Italy,ITA,22-Jan-20,0,2017,205.8591691
Italy,ITA,23-Jan-20,0,2017,205.8591691
Italy,ITA,24-Jan-20,0,2017,205.8591691
Italy,ITA,25-Jan-20,0,2017,205.8591691
Italy,ITA,26-Jan-20,0,2017,205.8591691
Italy,ITA,27-Jan-20,0,2017,205.8591691
Italy,ITA,28-Jan-20,0,2017,205.8591691
Italy,ITA,29-Jan-20,0,2017,205.8591691
Italy,ITA,30-Jan-20,0,2017,205.8591691
Italy,ITA,31-Jan-20,0,2017,205.8591691
Italy,ITA,01-Feb-20,0,2017,205.8591691
Italy,ITA,02-Feb-20,0,2017,205.8591691
Italy,ITA,03-Feb-20,0,2017,205.8591691
Italy,ITA,04-Feb-20,0,2017,205.8591691
Italy,ITA,05-Feb-20,0,2017,205.8591691
Italy,ITA,06-Feb-20,0,2017,205.8591691
Italy,ITA,07-Feb-20,0,2017,205.8591691
Italy,ITA,08-Feb-20,0,2017,205.8591691
Italy,ITA,09-Feb-20,0,2017,205.8591691
Italy,ITA,10-Feb-20,0,2017,205.8591691
Italy,ITA,11-Feb-20,0,2017,205.8591691
Italy,ITA,12-Feb-20,0,2017,205.8591691
Italy,ITA,13-Feb-20,0,2017,205.8591691
Italy,ITA,14-Feb-20,0,2017,205.8591691
Italy,ITA,15-Feb-20,0,2017,205.8591691
Italy,ITA,16-Feb-20,0,2017,205.8591691
Italy,ITA,17-Feb-20,0,2017,205.8591691
Italy,ITA,18-Feb-20,0,2017,205.8591691
Italy,ITA,19-Feb-20,0,2017,205.8591691
Italy,ITA,20-Feb-20,0,2017,205.8591691
Italy,ITA,21-Feb-20,0,2017,205.8591691
Italy,ITA,22-Feb-20,0,2017,205.8591691
Italy,ITA,23-Feb-20,0.033,2017,205.8591691
Italy,ITA,24-Feb-20,0.033,2017,205.8591691
Italy,ITA,25-Feb-20,0.099,2017,205.8591691
Italy,ITA,26-Feb-20,0.182,2017,205.8591691
Italy,ITA,27-Feb-20,0.198,2017,205.8591691
Italy,ITA,28-Feb-20,0.281,2017,205.8591691
Italy,ITA,29-Feb-20,0.347,2017,205.8591691
Italy,ITA,01-Mar-20,0.48,2017,205.8591691
Italy,ITA,02-Mar-20,0.579,2017,205.8591691
Italy,ITA,03-Mar-20,0.86,2017,205.8591691
Italy,ITA,04-Mar-20,1.323,2017,205.8591691
Italy,ITA,05-Mar-20,1.77,2017,205.8591691
Italy,ITA,06-Mar-20,2.448,2017,205.8591691
Italy,ITA,07-Mar-20,3.258,2017,205.8591691
Italy,ITA,08-Mar-20,3.854,2017,205.8591691
Italy,ITA,09-Mar-20,6.053,2017,205.8591691
Italy,ITA,10-Mar-20,7.674,2017,205.8591691
Italy,ITA,11-Mar-20,10.436,2017,205.8591691
Italy,ITA,12-Mar-20,13.678,2017,205.8591691
Italy,ITA,13-Mar-20,16.804,2017,205.8591691
Italy,ITA,14-Mar-20,20.972,2017,205.8591691
Italy,ITA,15-Mar-20,23.833,2017,205.8591691
Italy,ITA,16-Mar-20,29.953,2017,205.8591691
Italy,ITA,17-Mar-20,35.692,2017,205.8591691
Italy,ITA,18-Mar-20,41.431,2017,205.8591691
Italy,ITA,19-Mar-20,49.254,2017,205.8591691
Italy,ITA,20-Mar-20,56.35,2017,205.8591691
Italy,ITA,21-Mar-20,66.687,2017,205.8591691
Italy,ITA,22-Mar-20,79.835,2017,205.8591691
Italy,ITA,23-Mar-20,90.57,2017,205.8591691
Italy,ITA,24-Mar-20,100.51,2017,205.8591691
Italy,ITA,25-Mar-20,112.798,2017,205.8591691
Italy,ITA,26-Mar-20,124.128,2017,205.8591691
Italy,ITA,27-Mar-20,135.044,2017,205.8591691
Italy,ITA,28-Mar-20,151.104,2017,205.8591691
Italy,ITA,29-Mar-20,165.774,2017,205.8591691
Italy,ITA,30-Mar-20,178.311,2017,205.8591691
Italy,ITA,31-Mar-20,191.708,2017,205.8591691
Italy,ITA,01-Apr-20,205.584,2017,205.8591691
Italy,ITA,02-Apr-20,217.608,2017,205.8591691
Italy,ITA,03-Apr-20,230.178,2017,205.8591691
Italy,ITA,04-Apr-20,242.814,2017,205.8591691
Italy,ITA,05-Apr-20,254.078,2017,205.8591691
Italy,ITA,06-Apr-20,262.794,2017,205.8591691
Italy,ITA,07-Apr-20,273.313,2017,205.8591691
Italy,ITA,08-Apr-20,283.303,2017,205.8591691
Italy,ITA,09-Apr-20,292.234,2017,205.8591691
Italy,ITA,10-Apr-20,302.356,2017,205.8591691
Italy,ITA,11-Apr-20,311.783,2017,205.8591691
Italy,ITA,12-Apr-20,322.021,2017,205.8591691
Italy,ITA,13-Apr-20,329.15,2017,205.8591691
Italy,ITA,14-Apr-20,338.478,2017,205.8591691
Italy,ITA,15-Apr-20,348.468,2017,205.8591691
Italy,ITA,16-Apr-20,358.028,2017,205.8591691
Italy,ITA,17-Apr-20,366.711,2017,205.8591691
Italy,ITA,18-Apr-20,376.221,2017,205.8591691
Italy,ITA,19-Apr-20,384.16,2017,205.8591691
Italy,ITA,20-Apr-20,391.321,2017,205.8591691
Italy,ITA,21-Apr-20,398.83,2017,205.8591691
Italy,ITA,22-Apr-20,407.662,2017,205.8591691
Italy,ITA,23-Apr-20,414.89,2017,205.8591691
Italy,ITA,24-Apr-20,422.564,2017,205.8591691
Italy,ITA,25-Apr-20,429.511,2017,205.8591691
Italy,ITA,26-Apr-20,436.375,2017,205.8591691
Italy,ITA,27-Apr-20,440.675,2017,205.8591691
Italy,ITA,28-Apr-20,446.182,2017,205.8591691
Italy,ITA,29-Apr-20,452.5,2017,205.8591691
Italy,ITA,30-Apr-20,457.843,2017,205.8591691
Italy,ITA,01-May-20,462.556,2017,205.8591691
Italy,ITA,02-May-20,467.005,2017,205.8591691
Italy,ITA,03-May-20,474.845,2017,205.8591691
Italy,ITA,04-May-20,477.723,2017,205.8591691
Italy,ITA,05-May-20,480.948,2017,205.8591691
Italy,ITA,06-May-20,484.851,2017,205.8591691
Italy,ITA,07-May-20,490.954,2017,205.8591691
Italy,ITA,08-May-20,495.486,2017,205.8591691
Italy,ITA,09-May-20,499.505,2017,205.8591691
Italy,ITA,10-May-20,502.714,2017,205.8591691
Italy,ITA,11-May-20,505.443,2017,205.8591691
Italy,ITA,12-May-20,508.403,2017,205.8591691
Italy,ITA,13-May-20,511.248,2017,205.8591691
Italy,ITA,14-May-20,514.473,2017,205.8591691
Italy,ITA,15-May-20,518.807,2017,205.8591691
Italy,ITA,16-May-20,522.809,2017,205.8591691
Italy,ITA,17-May-20,525.34,2017,205.8591691
Italy,ITA,18-May-20,527.738,2017,205.8591691
Italy,ITA,19-May-20,529.375,2017,205.8591691
Italy,ITA,20-May-20,532.055,2017,205.8591691
Italy,ITA,21-May-20,534.718,2017,205.8591691
Italy,ITA,22-May-20,537.298,2017,205.8591691
Italy,ITA,23-May-20,539.448,2017,205.8591691
Italy,ITA,24-May-20,541.416,2017,205.8591691
Italy,ITA,25-May-20,542.243,2017,205.8591691
Italy,ITA,26-May-20,543.765,2017,205.8591691
Italy,ITA,27-May-20,545.055,2017,205.8591691
Italy,ITA,28-May-20,546.99,2017,205.8591691
Italy,ITA,29-May-20,548.148,2017,205.8591691
Italy,ITA,30-May-20,549.586,2017,205.8591691
Jamaica,JAM,31-Dec-19,,2017,266.8789474
Jamaica,JAM,01-Jan-20,,2017,266.8789474
Jamaica,JAM,02-Jan-20,,2017,266.8789474
Jamaica,JAM,03-Jan-20,,2017,266.8789474
Jamaica,JAM,04-Jan-20,,2017,266.8789474
Jamaica,JAM,05-Jan-20,,2017,266.8789474
Jamaica,JAM,06-Jan-20,,2017,266.8789474
Jamaica,JAM,07-Jan-20,,2017,266.8789474
Jamaica,JAM,08-Jan-20,,2017,266.8789474
Jamaica,JAM,09-Jan-20,,2017,266.8789474
Jamaica,JAM,10-Jan-20,,2017,266.8789474
Jamaica,JAM,11-Jan-20,,2017,266.8789474
Jamaica,JAM,12-Jan-20,,2017,266.8789474
Jamaica,JAM,13-Jan-20,,2017,266.8789474
Jamaica,JAM,14-Jan-20,,2017,266.8789474
Jamaica,JAM,15-Jan-20,,2017,266.8789474
Jamaica,JAM,16-Jan-20,,2017,266.8789474
Jamaica,JAM,17-Jan-20,,2017,266.8789474
Jamaica,JAM,18-Jan-20,,2017,266.8789474
Jamaica,JAM,19-Jan-20,,2017,266.8789474
Jamaica,JAM,20-Jan-20,,2017,266.8789474
Jamaica,JAM,21-Jan-20,,2017,266.8789474
Jamaica,JAM,22-Jan-20,,2017,266.8789474
Jamaica,JAM,23-Jan-20,,2017,266.8789474
Jamaica,JAM,24-Jan-20,,2017,266.8789474
Jamaica,JAM,25-Jan-20,,2017,266.8789474
Jamaica,JAM,26-Jan-20,,2017,266.8789474
Jamaica,JAM,27-Jan-20,,2017,266.8789474
Jamaica,JAM,28-Jan-20,,2017,266.8789474
Jamaica,JAM,29-Jan-20,,2017,266.8789474
Jamaica,JAM,30-Jan-20,,2017,266.8789474
Jamaica,JAM,31-Jan-20,,2017,266.8789474
Jamaica,JAM,01-Feb-20,,2017,266.8789474
Jamaica,JAM,02-Feb-20,,2017,266.8789474
Jamaica,JAM,03-Feb-20,,2017,266.8789474
Jamaica,JAM,04-Feb-20,,2017,266.8789474
Jamaica,JAM,05-Feb-20,,2017,266.8789474
Jamaica,JAM,06-Feb-20,,2017,266.8789474
Jamaica,JAM,07-Feb-20,,2017,266.8789474
Jamaica,JAM,08-Feb-20,,2017,266.8789474
Jamaica,JAM,09-Feb-20,,2017,266.8789474
Jamaica,JAM,10-Feb-20,,2017,266.8789474
Jamaica,JAM,11-Feb-20,,2017,266.8789474
Jamaica,JAM,12-Feb-20,,2017,266.8789474
Jamaica,JAM,13-Feb-20,,2017,266.8789474
Jamaica,JAM,14-Feb-20,,2017,266.8789474
Jamaica,JAM,15-Feb-20,,2017,266.8789474
Jamaica,JAM,16-Feb-20,,2017,266.8789474
Jamaica,JAM,17-Feb-20,,2017,266.8789474
Jamaica,JAM,18-Feb-20,,2017,266.8789474
Jamaica,JAM,19-Feb-20,,2017,266.8789474
Jamaica,JAM,20-Feb-20,,2017,266.8789474
Jamaica,JAM,21-Feb-20,,2017,266.8789474
Jamaica,JAM,22-Feb-20,,2017,266.8789474
Jamaica,JAM,23-Feb-20,,2017,266.8789474
Jamaica,JAM,24-Feb-20,,2017,266.8789474
Jamaica,JAM,25-Feb-20,,2017,266.8789474
Jamaica,JAM,26-Feb-20,,2017,266.8789474
Jamaica,JAM,27-Feb-20,,2017,266.8789474
Jamaica,JAM,28-Feb-20,,2017,266.8789474
Jamaica,JAM,29-Feb-20,,2017,266.8789474
Jamaica,JAM,01-Mar-20,,2017,266.8789474
Jamaica,JAM,02-Mar-20,,2017,266.8789474
Jamaica,JAM,03-Mar-20,,2017,266.8789474
Jamaica,JAM,04-Mar-20,,2017,266.8789474
Jamaica,JAM,05-Mar-20,,2017,266.8789474
